day,session,session_type,hall,paper_id,time_slot,title,authors,affiliations,icra_keywords,matched_tc_keywords,matched_abstract_phrases,abstract
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.361,09:00-10:30,FELP: Fast and Effective Autonomous Flight on Large-Scale and Cluttered Environments Based on Unified Linear Parametric Map,"Nie, Hongyu; Li, Xingyu; Liu, Xu; Li, Decai; He, Yuqing","Shenyang University of Technology; Northeastern University - China; Shenyang Institute of Automation, Chinese Academy of Sciences; Shenyang Institute of Automation, Chinese Academy of Sciences; Shenyang Institute of Automation, Chinese Academy OfSciences",Mapping; Collision Avoidance; Aerial Systems: Perception and Autonomy,Collision Avoidance,,"Current AAV autonomous ﬂights exhibit efﬁcient performance in both indoor and ﬁeld environments. However, they often face signiﬁcant challenges in large-scale and cluttered environments, where the vast amount of captured data can lead to computation and storage bottlenecks. Additionally, the existing gradient-based planning methods depend on appropriate resolutions to adapt to different scenarios. In this letter, we present FELP, a fast and effective autonomous ﬂight system for large-scale and cluttered environments based on the uniﬁed linear parametric map. It can enhance the adaptability of planners to diverse environments. First, by the random mapping method (RMM), the original irregular points in low-dimensional space are mapped into the high-dimensional space, where the points are approximately linearly separable or distributed. Leveraging the features of this mapping space, we can quickly obtain the occupancy state and Euclidean distance (the distance to the nearest obstacle) rather than relying on a large number of queries and repeated iterations. Then we learn a uniﬁed linear parametric model about grid maps and ESDF maps. Based on the linear parametric model, path searching is quickly executed in the front-end. Unlike traditional methods that compute the ESDF through interpolation, the closed-form ESDF can be solved efﬁciently, enabling real-time online trajectory optimization in the back-end. Compared to EGO-Planner, FELP reduces the mapping time by 68% and the planning time by 29%. Simulation and real-world experiments are conducted to verify their comprehensive performance compared to typical methods and state-of-the-art methods."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.364,09:00-10:30,Feedback-MPPI: Fast Sampling-Based MPC Via Rollout Differentiation  Adios Low-Level Controllers,"Belvedere, Tommaso; Ziegltrum, Michael; Turrisi, Giulio; Modugno, Valerio",CNRS; University College London; Istituto Italiano Di Tecnologia; University College London,Optimization and Optimal Control; Motion Control; Legged Robots,Optimization and Optimal Control; Motion Control,,"Model Predictive Path Integral control is a powerful sampling-based approach suitable for complex robotic tasks due to its flexibility in handling nonlinear dynamics and non-convex costs. However, its applicability in real-time, high-frequency robotic control scenarios is limited by computational demands. This paper introduces Feedback-MPPI (F-MPPI), a novel framework that augments standard MPPI by computing local linear feedback gains derived from sensitivity analysis inspired by Riccati-based feedback used in gradient-based MPC. These gains allow for rapid closed-loop corrections around the current state without requiring full re-optimization at each timestep. We demonstrate the effectiveness of F-MPPI through simulations and real-world experiments on two robotic platforms: a quadrupedal robot performing dynamic locomotion on uneven terrain and a quadrotor executing aggressive maneuvers with onboard computation. Results illustrate that incorporating local feedback significantly improves control performance and stability, enabling robust, high-frequency operation suitable for complex robotic systems."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.367,09:00-10:30,Safety on the Fly: Constructing Robust Safety Filters Via Policy Control Barrier Functions at Runtime,"Knoedler, Luzia; So, Oswin; Yin, Ji; Black, Mitchell; Serlin, Zachary; Tsiotras, Panagiotis; Alonso-Mora, Javier; Fan, Chuchu",Delft University of Technology; Massachusetts Institute of Technology; Georgia Institute of Technology; MIT Lincoln Laboratory; Massachusetts Institute of Technology; Georgia Tech; Delft University of Technology; Massachusetts Institute of Technology,Robot Safety; Optimization and Optimal Control; Collision Avoidance,Robot Safety; Optimization and Optimal Control; Collision Avoidance,,"Control Barrier Functions (CBFs) have proven to be an effective tool for performing safe control synthesis for nonlinear systems. However, guaranteeing safety in the presence of disturbances and input constraints for high relative degree systems is a difficult problem. In this work, we propose the Robust Policy CBF (RPCBF), a practical approach for constructing robust CBF approximations online via the estimation of a value function. We establish conditions under which the approximation qualifies as a valid CBF and demonstrate the effectiveness of the RPCBF-safety filter in simulation on a variety of high relative degree input-constrained systems. Finally, we demonstrate the benefits of our method in compensating for model errors on a hardware quadcopter platform by treating the model errors as disturbances. Website including code: www.oswinso.xyz/rpcbf/"
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.373,09:00-10:30,QP Chaser: Polynomial Trajectory Generation for Autonomous Aerial Tracking (I),"Lee, Yunwoo; Park, Jungwon; Jung, Seungwoo; Jeon, Boseong; Oh, Dahyun; Kim, H. Jin",Carnegie Mellon University; Seoul National University of Science and Technology; Seoul National University; Samsung Research; Seoul National University; Seoul National University,Visual Servoing; Aerial Systems: Perception and Autonomy; Motion and Path Planning,Motion and Path Planning,,"Maintaining the visibility of the target is one of the major objectives of aerial tracking missions. This paper proposes a target-visible trajectory planning pipeline using quadratic programming (QP). Our approach can handle various tracking settings, including 1) single- and dual-target following and 2) both static and dynamic environments, unlike other works that focus on a single specific setup. In contrast to other studies that fully trust the predicted trajectory of the target and consider only the visibility of the targets center, our pipeline considers error in target path prediction and the entire body of the target to maintain the target visibility robustly. First, a prediction module uses a sample-check strategy to quickly calculate the reachable areas of moving objects, which represent the areas their bodies can reach, considering obstacles. Subsequently, the planning module formulates a single QP problem, considering path homotopy, to generate a tracking trajectory that maximizes the visibility of the target's reachable area among obstacles. The performance of the planner is validated in multiple scenarios, through high-fidelity simulations and real-world experiments."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.374,09:00-10:30,Quantum Machine Learning and Grovers Algorithm for Quantum Optimization of Robotic Manipulators,"Sirag, Hassen Nigatu; Shi, Gaokun; Li, Jituo; Wang, Jin; Lu, GuoDong; Li, Howard","Zhejiang University, Robotics Institute; Yuyao Robot Research Center; Zhejiang University; Zhejiang University; Zhejiang University; University of New Brunswick",Mechanism Design; Model Learning for Control; Optimization and Optimal Control,Optimization and Optimal Control,,"Optimizing high-degree-of-freedom robotic manipulators requires searching complex, high-dimensional configuration spaces, a task that is computationally challenging for classical methods. This paper introduces a quantum-native framework that integrates Quantum Machine Learning (QML) with Grover's algorithm to solve kinematic optimization problems efficiently. A parameterized quantum circuit is trained to approximate the forward kinematics model, which then constructs an oracle to identify optimal configurations. Grover's algorithm leverages this oracle to provide a quadratic reduction in search complexity. Demonstrated on 1-DoF, 2-DoF, and dual-arm manipulator tasks, the method achieves significant speedupsup to 93x over classical optimizers like Nelder-Meadas problem dimensionality increases. This work establishes a foundational, quantum-native framework for robot kinematic optimization, effectively bridging quantum computing and robotics problems."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.375,09:00-10:30,Flexible-Link Velocity-Bounding Proxy Based Sliding Mode Control,"Nouhi, Hafsa; Fei, Chaoyue; Hubert, Thierry; Van de Perre, Greet",Vrije Universiteit Brussel; Vrije Universiteit Brussel; Vrije Universiteit Brussel; Vrije Universiteit Brussel,Compliance and Impedance Control; Flexible Robotics,Compliance and Impedance Control,,"This paper proposes a control strategy for flexible link manipulators preserving high tracking accuracy in free motion, while ensuring smooth and safe recovery in scenarios involving physical interaction or large positional errors, based on VB-PSMC. The scheme is extended to compensate for the manipulator's flexural dynamics, resulting in a nested control scheme where damping of the induced oscillations is achieved by a model-free proportional strain feedback while gravity induced deflections are counteracted by a feed-forward term based on a quasi-static Euler-Bernoulli beam model. A convergence study on the modified sliding manifold and a stability analysis of the closed-loop system are provided. The performance of the controller was evaluated experimentally and compared against other control strategies such as PSMC and torque limited PD control. The results demonstrate the controller's accurate end effector tracking in free motion, while achieving compliant behavior during contact, by efficiently handling the links inherent flexibility leading up to a 32% reduction in interaction force. In addition, studying the FL-VB-PSMC response after releasing contact demonstrated the overdamped and vibration-free recovery even for large position errors."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.379,09:00-10:30,Dynamically Feasible Trajectory Generation with Optimization-Embedded Networks for Autonomous Flight,"Han, Zhichao; Xu, Long; Pei, Liuao; Gao, Fei",Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University,Motion and Path Planning; Integrated Planning and Learning; Aerial Systems: Applications,Motion and Path Planning; Integrated Planning and Learning,,"This paper aims to bridge perception and planning in navigation systems by learning optimal trajectories from depth information in an end-to-end fashion. However, using neural networks as black-box replacements for traditional modules risks scalability and adaptability. Moreover, such methods often fall short in sufficiently incorporating the robots dynamic constraints, resulting in trajectories that are either inadequately executable or unexpectedly aggressive, diverging from user expectations. In this paper, we fuse the benefits of conventional methods and neural networks by introducing an optimization-embedded network based on a compact trajectory library. The network distills spatial constraints, which are then applied to model-based spatial-temporal trajectory optimization problem, yielding feasible and optimal solutions. By making the optimization problem differentiable, our model seamlessly approximates the optimal trajectory. Additionally, the introduced regularized trajectory library permits efficient capture of the spatial distribution of optimal trajectories with minimal storage cost, safeguarding multimodal planning features. Benchmarking demonstrates the outstanding performance of our method in trajectory smoothness, success rate, and constraint satisfaction. Real-world flight experiments with an onboard computer showcase the autonomous quadrotors ability to navigate swiftly through dense forests. Our project page with videos is at https://zju-fast-lab.github.io/e2e_opt/."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.391,09:00-10:30,Nullspace Optimization of Redundant Robots for Dynamics Decoupling in Motion Force Control,"Tang, Wenbo; Wang, Weiming; Wang, Shiquan; Liu, Wenhai","Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Flexiv Robotics Technology CO., LTD; Shanghai Jiao Tong University",Force Control; Compliance and Impedance Control; Redundant Robots,Compliance and Impedance Control,,"The dynamics coupling between motion and force subspaces in robotic control poses significant challenges to ensuring force control robustness, particularly under large external disturbances. While actively shaping the system inertia can eliminate this coupling, it introduces additional disturbances due to modeling uncertainties and force sensing errors. Inspired by how humans naturally adjust their elbow postures to facilitate motion force operations, we propose a quadratic programming-based nullspace optimization method that minimizes dynamics coupling for redundant torque-controlled robots. Integrated into an impedance motion force control framework, our approach minimizes an objective function defined by the Frobenius norm of the projection matrix representing inertia coupling in Cartesian space, yielding human-like postures that passively decouple task dynamics. Experimental results demonstrate that the proposed nullspace optimization significantly improves force control stability and tracking performance under conditions of high friction and external disturbances, outperforming conventional motion force control combined with traditional nullspace tracking approaches."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.395,09:00-10:30,Impact-Aware Dual-Arm Manipulation,"Hermus, James; Bombile, Michael Bosongo; van Steen, Jari J.; Jeandupeux, Elise; Zermane, Ahmed; Melone, Alessandro; Troebinger, Mario; Naceri, Abdeldjallil; Lacoursière, Claude; de Looijer, Stijn; Haddadin, Sami; Kheddar, Abderrahmane; Saccon, Alessandro; Billard, Aude",EPFL; Cybernetics Laboratory (CynLr SA); Eindhoven University of Technology; EPFL; CNRS-LIRMM; German Aerospace Center (DLR); Technical University of Munich; Technical University of Munich; Algoryx Simulation; Delft University of Technology; Mohamed Bin Zayed University of Artificial Intelligence; CNRS-AIST; Eindhoven University of Technology - TU/e; EPFL,Dual Arm Manipulation; Logistics; Motion Control,Motion Control,,"This article presents an impact-aware manipulation framework for logistics, where growing e-commerce demands have increased the need for faster and more flexible package handling solutions. The proposed framework addresses swiftly grabbing and placing objects in depalletizing tasks with dual-arm robotic systems. Impact-aware robotics leverages intentional collisions to achieve dynamic interactions and has the potential to be faster and more energy efficient than classical quasi-static approaches. The generation of desired impacts brings multiple challenges encompassing robust motion generation, managing impacts with objects, enforcing hardware and safety constraints, contact state sensing, and simulation of contact behavior. To tackle these challenges, we developed within the EU-funded Impact-Aware Manipulation (I.AM.) project an integrated solution exploiting nonsmooth mechanics for impact modeling, dynamical systems for motion generation, QP-based control for constraint enforcement, internal state sensing without external force transducers, and batch-capable impact simulation. This article highlights the benefits of the proposed approach in terms of speed (a 29% decrease in average task time) and energy efficiency (a 35% decrease) through a systematic comparison between classical grabbing and impact-aware swift grabbing and tossing. In summary, our article underscores the transformative potential of impact-aware technologies in revolutionizing robotic logistics operations."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.397,09:00-10:30,SLOT-MPC: A Hierarchical Whole-Body Model Predictive Controller to Enhance Simultaneous Localization and Object Tracking for UAVs,"Hua, Zhengyu; Xing, Li; Wu, Yiwei; Wang, Can; Lu, Wencan; Chen, Haoyao","Harbin Institute of Technology Shenzhen; Harbin Institute of Technology, Shenzhen; Harbin Institute of Technology, Shenzhen; Shenzhen Institute of Advanced Technology, ChineseAcademyof Sciences; Shenzhen University General Hospital; Harbin Institute of Technology, Shenzhen",Aerial Systems: Perception and Autonomy; Whole-Body Motion Planning and Control; View Planning for SLAM,Whole-Body Motion Planning and Control,,
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.398,09:00-10:30,Reinforcement Learning for Robust Athletic Intelligence: Lessons from the 2nd AI Olympics with RealAIGym Competition,"Wiebe, Felix; Turcato, Niccolò; Dalla Libera, Alberto; Choe, Jean Seong Bjorn; Choi, Bumkyu; Faust, Tim; Maraqten, Habib; Aghadavoodi Jolfaei, Erfan; Calì, Marco; Sinigaglia, Alberto; Giacomuzzo, Giulio; Carli, Ruggero; Romeres, Diego; Kim, Jong-kook; Susto, Gian Antonio; Vyas, Shubham; Mronga, Dennis; Belousov, Boris; Peters, Jan; Kirchner, Frank; Kumar, Shivesh","DFKI GmbH Robotics Innovation Center; Università Degli Studi Di Padova; University of Padova; Korea University; Korea University; Technical University of Darmstadt; TU Darmstadt; TU Darmstadt; University of Padova; Università Di Padova; University of Padova; University of Padova; Mitsubishi Electric Research Laboratories; Korea Univeristy; University of Padova; Robotics Innovation Center, DFKI GmbH; German Research Center for Artificial Intelligence; German Research Center for Artificial Intelligence - DFKI; Technische Universität Darmstadt; University of Bremen; Chalmers University of Technology",Robust/Adaptive Control; Reinforcement Learning; Performance Evaluation and Benchmarking,Robust/Adaptive Control,,"In robotics many different approaches ranging from classical planning over optimal control to reinforcement learning (RL) are developed and borrowed from other fields to achieve reliable control in diverse tasks. In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real-world robotic scenarios it is important to benchmark and compare their performances not only in a simulation but also on real hardware. The 2nd AI Olympics with RealAIGym competition was held at the IROS 2024 conference to contribute to this cause and evaluate different controllers according to their ability to solve a dynamic control problem on an underactuated double pendulum system (Fig. 1) with chaotic dynamics. This paper describes the four different RL methods submitted by the participating teams, presents their performance in the swing-up task on a real double pendulum, measured against various criteria, and discusses their transferability from simulation to real hardware and their robustness to external disturbances."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.40,09:00-10:30,A Blockchain Framework for Equitable and Secure Task Allocation in Robot Swarms,"Zhao, Hanqing; Pacheco, Alexandre; Beltrame, Giovanni; Liu, Xue; Dorigo, Marco; Dudek, Gregory",Université Laval; Université Libre De Bruxelles; Ecole Polytechnique De Montreal; McGill University; Université Libre De Bruxelles; McGill University,Swarm Robotics; Failure Detection and Recovery; Robust/Adaptive Control,Robust/Adaptive Control,,"Recent studies demonstrate the potential of blockchain to enable robots in a swarm to achieve secure consensus about the environment, particularly when robots are homogeneous and perform identical tasks. Typically, robots receive rewards for their contributions to consensus achievement, but no studies have yet targeted heterogeneous swarms, in which the robots have distinct physical capabilities suited to different tasks. We present a novel framework that leverages domain knowledge to decompose the swarm mission into a hierarchy of tasks within smart contracts. This allows the robots to reach a consensus about both the environment and the action plan, allocating tasks among robots with diverse capabilities to improve their performance while maintaining security against faults and malicious behaviors. We refer to this concept as equitable and secure task allocation. Validated in Simultaneous Localization and Mapping missions, our approach not only achieves equitable task allocation among robots with varying capabilities, improving mapping accuracy and efficiency, but also shows resilience against malicious attacks."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.402,09:00-10:30,Importance Sampling Model-Based Diffusion for Trajectory Optimization,"Golembeski, Seth; Mazumdar, Anirban",Georgia Institute of Technology; Georgia Institute of Technology,Nonholonomic Motion Planning; Motion and Path Planning,Nonholonomic Motion Planning; Motion and Path Planning,,"Trajectory optimization for robotic systems remains a challenging problem. This is especially true for robotic systems featuring nonlinear dynamics and many degrees of freedom. Data-based or model-free diffusion has recently been popularized in the fields of artificial intelligence and trajectory optimization. Model-Based Diffusion provides a data-free method of trajectory optimization, trained at runtime on a system dynamics model, suitable for high-dimensional models. This paper examines how importance sampling can enhance the performance of Model-Based Diffusion for trajectory optimization. We quantify the benefits of importance sampling across three long horizon planning tasks. These results show as much as a 13x improvement in sample efficiency depending on environment and optimization parameters."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.404,09:00-10:30,Velocity Potential Field Modulation for Dense Coordination of Polytopic Swarms and Its Application to Assistive Robotic Furniture,"Tang, Lixuan; Rüegg, David; Zhang, Runze; Bolotnikova, Anastasia; Rabaey, Jan M.; Ijspeert, Auke",EPFL; École Polytechnique Fédérale De Lausanne; Tongji University; LAAS-CNRS; University of California: Berkeley; EPFL,Collision Avoidance; Path Planning for Multiple Mobile Robots or Agents; Swarm Robotics,Collision Avoidance; Path Planning for Multiple Mobile Robots or Agents,,"We explore the use of mobile furniture swarms that are intended to assist users with limited mobility in their daily indoor activities. We focus on the multi-agent coordination problem for a mobile furniture swarm when a dense target pose configuration is required, such as in an apartment setting. In those cases, one agents convergence to the target can be significantly affected by neighboring agents with specific shapes. In this letter, we propose a solution, named Velocity Potential Field Modulation (VPFM), to deal with the dense coordination problem of a polytopic swarm in a decentralized manner. We adapt our method to assistive applications, such as room reconfigurations and facilitating indoor movement of wheelchair users. We evaluate the performance of our method in simulations and on real-world mobile furniture hardware, demonstrating its effectiveness and real-time performance."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.406,09:00-10:30,Onboard Mission Replanning for Adaptive Cooperative Multi-Robot Systems,"Kwan, Elim; Qureshi, Rehman; Fletcher, Liam; Laganier, Colin; Nockles, Victoria; Walters, Richard",The Alan Turing Institute; Auburn University; The Alan Turing Institute; The Alan Turing Institute; The Alan Turing Institute; The Alan Turing Institute,Path Planning for Multiple Mobile Robots or Agents; Cooperating Robots; Reinforcement Learning,Path Planning for Multiple Mobile Robots or Agents,,"Cooperative autonomous robotic systems have significant potential for executing complex multi-task missions across space, air, ground, and maritime domains. But they commonly operate in remote, dynamic and hazardous environments, requiring rapid in-mission adaptation without relying on fragile or slow communication links to centralized compute. Fast, onboard replanning algorithms are therefore essential to enhance resilience for these systems, but do not yet exist. Reinforcement Learning (RL) shows strong promise for efficiently solving mission planning tasks formulated as Travelling Salesperson Problems (TSPs), but existing methods: 1) are unsuitable for replanning, where agents do not start at a single location; 2) do not allow cooperation between agents; 3) are unable to model tasks with variable durations; or 4) lack practical considerations for onboard deployment. Here we address this gap by defining the Cooperative Mission Replanning Problem as a novel adaptation of multiple TSP, and develop a new encoder/decoder-based RL model to solve it effectively and efficiently. Using a simple example of cooperative drones, we show our replanner consistently (90% of the time) maintains performance within 10% of the state-of-the-art LKH3 heuristic solver, whilst running 85-370 times faster on a Raspberry Pi. This work paves the way for increased resilience in autonomous multi-agent systems."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.413,09:00-10:30,Priority-Aware Multi-Robot Coverage Path Planning,"Lee, Kanghoon; Kim, Hyeonjun; Li, Jiachen; Park, Jinkyoo","Korea Advanced Institute of Science and Technology; Korea Military Academy; University of California, Riverside; Korea Advanced Institute of Science and Technology",Path Planning for Multiple Mobile Robots or Agents; Multi-Robot Systems; Cooperating Robots,Path Planning for Multiple Mobile Robots or Agents,,"Multi-robot systems are widely used for coverage tasks that require efficient coordination across large environments. In Multi-Robot Coverage Path Planning (MCPP), the objective is typically to minimize the makespan by generating non-overlapping paths for full-area coverage. However, most existing methods assume uniform importance across regions, limiting their effectiveness in scenarios where some zones require faster attention. We introduce the Priority-Aware MCPP (PA-MCPP) problem, where a subset of the environment is designated as prioritized zones with associated weights. The goal is to minimize, in lexicographic order, the total priority-weighted latency of zone coverage and the overall makespan. To address this, we propose a scalable two-phase framework combining (1) greedy zone assignment with local search, spanning-tree-based path planning, and (2) Steiner-tree-guided residual coverage. Experiments across diverse scenarios demonstrate that our method significantly reduces priority-weighted latency compared to standard MCPP baselines, while maintaining competitive makespan. Sensitivity analyses further show that the method scales well with the number of robots and that zone coverage behavior can be effectively controlled by adjusting priority weights."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.415,09:00-10:30,Deadlock-Aware Control for Multi-Robot Coordination with Multiple Safety Constraints,"Zhang, Zhenwei; Zhang, Yuhao; Zhao, Xingwei; Tao, Bo; Ding, Han",Huazhong University of Science and Technology; Huazhong University of Science and Technology; Huazhong University of Science and Technology; Huazhong University of Science and Technology; Huazhong University of Science and Technology,Multi-Robot Systems; Deadlock Detection and Avoidance; Distributed Robot Systems; Motion Control,Motion Control,,"Multi-robot coordination in shared workspaces is prone to deadlocks, which can compromise operational capabilities and task efficiency. Accurately determining the timing and spatial locations of deadlocks is essential for effective resolution, yet remains challenging due to dynamic robot interactions and growing system complexity. To this end, a distributed deadlock-aware control framework is proposed for robots to detect and avoid deadlocks while maintaining safe task execution. First, deadlocks are characterized by analyzing undesired equilibria in robot dynamics under safety constraints imposed by multiple stacked control barrier functions (CBFs). Our analysis reveals two critical properties: 1) Deadlocks occur at intersections of all active CBF boundaries, and 2) Deadlocks arise when robot stabilizing force are confined within the conical hull formed by active safety forces. These theoretical insights underpin a new detection method that identifies potential deadlocks from conflicts between safety requirements and task objectives. Furthermore, a reactive deadlock avoidance method is designed to help robots escape and prevent entry into potential deadlock regions by adaptively modulating the stabilizing force. A generalized workflow is established to systematically address deadlocks across various multi-robot tasks. Simulation and hardware experiments are conducted on robots collaborating in dense environments to validate the framework's effectiveness in preventing task failures caused by deadlocks."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.42,09:00-10:30,Follow Everything: Goal-Aware Adaptation and Graph-Based Planner for Arbitrary Leader Following,"Zhang, Qianyi; Ma, Shijian; Liu, Boyi; Liu, Jingtai; Jiao, Jianhao; Kanoulas, Dimitrios",Nankai University; University of Macau; Hong Kong University of Science and Technology; Nankai University; University College London; the Hong Kong Polytechnic University; University College London,Motion and Path Planning; Human-Aware Motion Planning,Motion and Path Planning; Human-Aware Motion Planning,,"Enabling robots to robustly follow leaders supports tasks such as carrying supplies or guiding customers. While existing methods often fail to generalize to arbitrary leaders, and struggle when the leader temporarily leaves the robots field of view, this work presents a unified framework to address both challenges. First, a segmentation model replaces traditional category-specific detection models, allowing the leader to be of any shape or type. To improve robustness, a distance frame buffer is designed to store high-confidence leader embeddings across distance intervals, accounting for the unique characteristics of leader-following tasks. Second, a goal-aware adaptation mechanism is designed to govern robot planning states based on the leader's visibility and motion, complemented by a graph-based planner that generates candidate trajectories for each state, ensuring efficient following with obstacle avoidance. Simulations and real-world experiments with a legged robot follower and diverse leaders in indoor and outdoor settings demonstrate the highest follow success rate of 96.9%, the lowest visual loss of 10.7%, the lowest collision rate of 1.8%, and the shortest leader-follower distance of 2.0 m. Visit follow-everything.github.io for more details."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.422,09:00-10:30,AINav: Large Language Model-Based Adaptive Interactive Navigation,"Zhou, Kangjie; Mu, Yao; Song, Haoyang; Zeng, Yi; Wu, Pengying; Gao, Han; Liu, Chang",Peking University; The University of Hong Kong; Peking University; Peking University; Peking University; Peking University; Peking University,Task and Motion Planning; Reinforcement Learning; Legged Robots,Task and Motion Planning,,"Robotic navigation in complex environments remains a critical research challenge. Traditional navigation focuses on optimal trajectory generation within free space, struggling in environments lacking viable paths to the goal, such as disaster zones or cluttered warehouses. To address this gap, we propose an adaptive interactive navigation approach that proactively interacts with environments to create feasible paths to reach unavailable goals. Specifically, we present a primitive tree for task planning with large language models (LLMs), facilitating effective reasoning to determine interaction objects and sequences. For subtask execution, we adopt reinforcement learning to pre-train a skill library containing versatile locomotion and interaction behaviors. Furthermore, we introduce an adaptive replanning method featuring two LLM-based modules: an advisor serving as a flexible replanning trigger and an arborist for autonomous plan adjustment. Integrated with the tree structure, the replanning mechanism allows for rapid plan modification in unknown environments. Comprehensive simulations and experiments have demonstrated our method's effectiveness and adaptivity in diverse scenarios."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.425,09:00-10:30,Receding Horizon Control for Signal Temporal Logic Using Robustness-Conserving Partial Formula Evaluation,"Ilyes, Roland; Brudermüller, Lara; Hawes, Nick; Lacerda, Bruno",University of Oxford; University of Oxford; University of Oxford; University of Oxford,Formal Methods in Robotics and Automation; Hybrid Logical/Dynamical Planning and Verification; Optimization and Optimal Control,Formal Methods in Robotics and Automation; Hybrid Logical/Dynamical Planning and Verification; Optimization and Optimal Control,,"We present a bounded-memory receding horizon approach to robot control for complex specifications in dynamic environments. We use Signal Temporal Logic, a logic that quantifies how robustly trajectories satisfy the specification, to specify robot behavior. To handle unbounded specifications, we consider a short planning horizon, only searching for nonviolating trajectories. We identify the subset of Signal Temporal Logic for which this approach needs only a bounded memory of the past, and leverage syntactic separation to summarize the robust satisfaction of the trajectory as it evolves. We implement our approach using receding horizon control in dynamic environments. We demonstrate the effectiveness and scalability of our approach compared to the state-of-the-art approach in several case studies."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.429,09:00-10:30,To Harvest or Not to Harvest: Mapping and Decision-Making for a Selective Table Grape Harvesting Robot,"Beumer, Ruben; Saraceni, Leonardo; Nardi, Daniele; Antunes, Duarte; Molengraft van de, René; Ciarfuglia, Thomas",Eindhoven University of Technology; Sapienza University of Rome; Sapienza University of Rome; Eindhoven University of Technology; Eindhoven University of Technology; San Raffaele University of Rome,Robotics and Automation in Agriculture and Forestry; Planning under Uncertainty; Visual Tracking,Planning under Uncertainty,,"This letter focuses on robotic harvesting of delicate crops such as table grapes, featuring selective harvesting based on individual product properties. The robot detects grape bunches and estimates their positions and quality attributes. However, sensor limitations and occlusions affect data completeness and accuracy, reducing the cost-effectiveness of automated harvesting systems. Determining in real-time the optimal harvesting order in the presence of uncertainty is therefore important for enhancing efficiency and grape quality for growers and consumers. This task is challenging not only due to data uncertainty, but also due to the need to consider factors such as obstructive low-quality bunches. Existing literature often resorts to sub-optimal approaches such as selecting the first available crop. In contrast, we propose (i) a mapping and tracking method based on multiple viewpoints to enhance bunch information quality and (ii) a decision-making algorithm in a decision-tree with a recursive structure based on a constructed reachability graph derived from the map to optimize harvested quality and execution time sequentially."
Wednesday,WeI1I,Interactive Session,Hall C,WeI1I.432,09:00-10:30,MoRe-ERL: Learning Motion Residuals Using Episodic Reinforcement Learning,"Huang, Xi; Zhou, Hongyi; Li, Ge; Tang, Yucheng; Liao, Weiran; Hein, Björn; Asfour, Tamim; Lioutikov, Rudolf",Karlsruhe Institute of Technology; Karlsruhe Institute of Technology; Karlsruhe Institute of Technology (KIT); University of Applied Sciences Karlsruhe; Karlsruhe Institute of Technology; Karlsruhe University of Applied Sciences; Karlsruhe Institute of Technology (KIT); Karlsruhe Institute of Technology,Motion and Path Planning; Reinforcement Learning; Integrated Planning and Learning,Motion and Path Planning; Integrated Planning and Learning,,"We propose MoRe-ERL, a framework that combines Episodic Reinforcement Learning (ERL) and residual learning, which refines preplanned reference trajectories into safe, feasible, and efficient task-specific trajectories. This framework is general enough to incorporate into arbitrary ERL methods and motion generators seamlessly. MoRe-ERL identifies trajectory segments requiring modification while preserving critical task-related maneuvers. Then it generates smooth residual adjustments using B-Spline-based movement primitives to ensure adaptability to dynamic task contexts and smoothness in trajectory refinement. Experimental results demonstrate that residual learning significantly outperforms training from scratch using ERL methods, achieving superior sample efficiency and task performance. Hardware evaluations further validate the framework, showing that policies trained in simulation can be directly deployed in real-world systems, exhibiting a minimal sim-to-real gap. exhibiting a minimal sim-to-real gap."
